Place,Crime Category,Year,Amount
Tarragona,    2.2.-Otros contra la libertad,2016,2169.0
Tarragona,    2.2.-Otros contra la libertad,2015,1503.0
Tarragona,    2.2.-Otros contra la libertad,2014,916.0
Tarragona,    2.2.-Otros contra la libertad,2013,990.0
Tarragona,    2.2.-Otros contra la libertad,2012,1009.0
Tarragona,    2.2.-Otros contra la libertad,2011,977.0
Tarragona,    2.2.-Otros contra la libertad,2010,856.0
Tarragona,    3. LIBERTAD SEXUAL,2022,441.0
Tarragona,    3. LIBERTAD SEXUAL,2021,390.0
Tarragona,    3. LIBERTAD SEXUAL,2020,263.0
Tarragona,    3. LIBERTAD SEXUAL,2019,321.0
Tarragona,    3. LIBERTAD SEXUAL,2018,239.0
Tarragona,    3. LIBERTAD SEXUAL,2017,235.0
Tarragona,    3. LIBERTAD SEXUAL,2016,238.0
Tarragona,    3. LIBERTAD SEXUAL,2015,200.0
Tarragona,    3. LIBERTAD SEXUAL,2014,207.0
Tarragona,    3. LIBERTAD SEXUAL,2013,171.0
Tarragona,    3. LIBERTAD SEXUAL,2012,175.0
Tarragona,    3. LIBERTAD SEXUAL,2011,189.0
Tarragona,    3. LIBERTAD SEXUAL,2010,188.0
Tarragona,    3.1.-Agresión sexual,2022,222.0
Tarragona,    3.1.-Agresión sexual,2021,198.0
Tarragona,    3.1.-Agresión sexual,2020,141.0
Tarragona,    3.1.-Agresión sexual,2019,168.0
Tarragona,    3.1.-Agresión sexual,2018,122.0
Tarragona,    3.1.-Agresión sexual,2017,119.0
Tarragona,    3.1.-Agresión sexual,2016,142.0
Tarragona,    3.1.-Agresión sexual,2015,95.0
Tarragona,    3.1.-Agresión sexual,2014,105.0
Tarragona,    3.1.-Agresión sexual,2013,89.0
Tarragona,    3.1.-Agresión sexual,2012,99.0
Tarragona,    3.1.-Agresión sexual,2011,97.0
Tarragona,    3.1.-Agresión sexual,2010,85.0
Tarragona,    3.2.-Agresión sexual con penetración,2022,153.0
Tarragona,    3.2.-Agresión sexual con penetración,2021,125.0
Tarragona,    3.2.-Agresión sexual con penetración,2020,74.0
Tarragona,    3.2.-Agresión sexual con penetración,2019,98.0
Tarragona,    3.2.-Agresión sexual con penetración,2018,73.0
Tarragona,    3.2.-Agresión sexual con penetración,2017,59.0
Tarragona,    3.2.-Agresión sexual con penetración,2016,46.0
Tarragona,    3.2.-Agresión sexual con penetración,2015,55.0
Tarragona,    3.2.-Agresión sexual con penetración,2014,58.0
Tarragona,    3.2.-Agresión sexual con penetración,2013,48.0
Tarragona,    3.2.-Agresión sexual con penetración,2012,33.0
Tarragona,    3.2.-Agresión sexual con penetración,2011,46.0
Tarragona,    3.2.-Agresión sexual con penetración,2010,47.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2022,3.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2021,1.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2020,0.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2019,0.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2018,1.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2017,0.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2016,2.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2015,2.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2014,0.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2013,0.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2012,0.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2011,2.0
Tarragona,    3.3.-Corrupción de menores o incapacitados,2010,1.0
Tarragona,    3.4.-Pornografía de menores,2022,14.0
Tarragona,    3.4.-Pornografía de menores,2021,6.0
Tarragona,    3.4.-Pornografía de menores,2020,16.0
Tarragona,    3.4.-Pornografía de menores,2019,20.0
Tarragona,    3.4.-Pornografía de menores,2018,19.0
Tarragona,    3.4.-Pornografía de menores,2017,17.0
Tarragona,    3.4.-Pornografía de menores,2016,12.0
Tarragona,    3.4.-Pornografía de menores,2015,17.0
Tarragona,    3.4.-Pornografía de menores,2014,20.0
Tarragona,    3.4.-Pornografía de menores,2013,7.0
Tarragona,    3.4.-Pornografía de menores,2012,13.0
Tarragona,    3.4.-Pornografía de menores,2011,17.0
Tarragona,    3.4.-Pornografía de menores,2010,15.0
Tarragona,    3.5.-Otros contra la libertad sexual,2022,49.0
Tarragona,    3.5.-Otros contra la libertad sexual,2021,60.0
Tarragona,    3.5.-Otros contra la libertad sexual,2020,32.0
Tarragona,    3.5.-Otros contra la libertad sexual,2019,35.0
Tarragona,    3.5.-Otros contra la libertad sexual,2018,24.0
Tarragona,    3.5.-Otros contra la libertad sexual,2017,40.0
Tarragona,    3.5.-Otros contra la libertad sexual,2016,36.0
Tarragona,    3.5.-Otros contra la libertad sexual,2015,31.0
Tarragona,    3.5.-Otros contra la libertad sexual,2014,24.0
Tarragona,    3.5.-Otros contra la libertad sexual,2013,27.0
Tarragona,    3.5.-Otros contra la libertad sexual,2012,30.0
Tarragona,    3.5.-Otros contra la libertad sexual,2011,27.0
Tarragona,    3.5.-Otros contra la libertad sexual,2010,40.0
Tarragona,    4. RELACIONES FAMILIARES,2022,159.0
Tarragona,    4. RELACIONES FAMILIARES,2021,171.0
Tarragona,    4. RELACIONES FAMILIARES,2020,144.0
Tarragona,    4. RELACIONES FAMILIARES,2019,187.0
Tarragona,    4. RELACIONES FAMILIARES,2018,207.0
Tarragona,    4. RELACIONES FAMILIARES,2017,231.0
Tarragona,    4. RELACIONES FAMILIARES,2016,229.0
Tarragona,    4. RELACIONES FAMILIARES,2015,343.0
Tarragona,    4. RELACIONES FAMILIARES,2014,338.0
Tarragona,    4. RELACIONES FAMILIARES,2013,390.0
Tarragona,    4. RELACIONES FAMILIARES,2012,408.0
Tarragona,    4. RELACIONES FAMILIARES,2011,324.0
Tarragona,    4. RELACIONES FAMILIARES,2010,276.0
Tarragona,    5. PATRIMONIO,2022,33198.0
Tarragona,    5. PATRIMONIO,2021,27640.0
Tarragona,    5. PATRIMONIO,2020,25522.0
Tarragona,    5. PATRIMONIO,2019,31398.0
Tarragona,    5. PATRIMONIO,2018,32032.0
Tarragona,    5. PATRIMONIO,2017,29789.0
Tarragona,    5. PATRIMONIO,2016,29568.0
Tarragona,    5. PATRIMONIO,2015,30670.0
Tarragona,    5. PATRIMONIO,2014,33233.0
Tarragona,    5. PATRIMONIO,2013,34050.0
Tarragona,    5. PATRIMONIO,2012,35312.0
Tarragona,    5. PATRIMONIO,2011,34388.0
Tarragona,    5. PATRIMONIO,2010,35863.0
Tarragona,    5.1.-Hurtos,2022,10196.0
Tarragona,    5.1.-Hurtos,2021,7648.0
Tarragona,    5.1.-Hurtos,2020,6717.0
Tarragona,    5.1.-Hurtos,2019,9382.0
Tarragona,    5.1.-Hurtos,2018,9761.0
Tarragona,    5.1.-Hurtos,2017,9918.0
Tarragona,    5.1.-Hurtos,2016,10085.0
Tarragona,    5.1.-Hurtos,2015,11180.0
Tarragona,    5.1.-Hurtos,2014,11479.0
Tarragona,    5.1.-Hurtos,2013,11757.0
Tarragona,    5.1.-Hurtos,2012,12724.0
Tarragona,    5.1.-Hurtos,2011,12718.0
Tarragona,    5.1.-Hurtos,2010,12849.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2022,7650.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2021,6633.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2020,6814.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2019,8917.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2018,9260.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2017,8552.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2016,8569.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2015,9075.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2014,11277.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2013,11846.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2012,11904.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2011,11760.0
Tarragona,    5.2.-Robos con fuerza en las cosas,2010,12699.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2022,2801.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2021,2420.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2020,18.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2019,3004.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2018,3195.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2017,2759.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2016,2632.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2015,2311.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2014,2605.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2013,3380.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2012,3382.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2011,3882.0
Tarragona,    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2010,4350.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2022,2960.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2021,2582.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2020,2917.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2019,3280.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2018,3544.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2017,3386.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2016,3548.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2015,3606.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2014,4438.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2013,4539.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2012,4520.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2011,4104.0
Tarragona,    5.2.2.-Robos con fuerza en viviendas,2010,4435.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2022,723.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2021,605.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2020,664.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2019,1.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2018,2.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2017,2.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2016,6.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2015,4.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2014,1.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2013,0.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2012,2.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2011,3.0
Tarragona,    5.2.3.-Robos con fuerza en establecimientos,2010,8.0
Tarragona,    5.3.-Robos con violencia o intimidación,2022,1101.0
Tarragona,    5.3.-Robos con violencia o intimidación,2021,887.0
Tarragona,    5.3.-Robos con violencia o intimidación,2020,794.0
Tarragona,    5.3.-Robos con violencia o intimidación,2019,1048.0
Tarragona,    5.3.-Robos con violencia o intimidación,2018,990.0
Tarragona,    5.3.-Robos con violencia o intimidación,2017,1033.0
Tarragona,    5.3.-Robos con violencia o intimidación,2016,1069.0
Tarragona,    5.3.-Robos con violencia o intimidación,2015,1083.0
Tarragona,    5.3.-Robos con violencia o intimidación,2014,1234.0
Tarragona,    5.3.-Robos con violencia o intimidación,2013,1465.0
Tarragona,    5.3.-Robos con violencia o intimidación,2012,1618.0
Tarragona,    5.3.-Robos con violencia o intimidación,2011,1404.0
Tarragona,    5.3.-Robos con violencia o intimidación,2010,1433.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2022,685.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2021,497.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2020,495.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2019,2.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2018,0.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2017,4.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2016,8.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2015,10.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2014,9.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2013,11.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2012,10.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2011,5.0
Tarragona,    5.3.1.-Robos con violencia en vía pública,2010,9.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2022,78.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2021,84.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2020,84.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2019,67.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2018,57.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2017,44.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2016,43.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2015,31.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2014,43.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2013,54.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2012,93.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2011,99.0
Tarragona,    5.3.2.-Robos con violencia en viviendas,2010,97.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2022,173.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2021,145.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2020,99.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2019,1.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2018,0.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2017,2.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2016,2.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2015,2.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2014,0.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2013,0.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2012,2.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2011,6.0
Tarragona,    5.3.3.-Robos con violencia en establecimientos,2010,3.0
Tarragona,    5.4.-Sustracción de vehículos,2022,490.0
Tarragona,    5.4.-Sustracción de vehículos,2021,446.0
Tarragona,    5.4.-Sustracción de vehículos,2020,406.0
Tarragona,    5.4.-Sustracción de vehículos,2019,466.0
Tarragona,    5.4.-Sustracción de vehículos,2018,441.0
Tarragona,    5.4.-Sustracción de vehículos,2017,476.0
Tarragona,    5.4.-Sustracción de vehículos,2016,449.0
Tarragona,    5.4.-Sustracción de vehículos,2015,477.0
Tarragona,    5.4.-Sustracción de vehículos,2014,474.0
Tarragona,    5.4.-Sustracción de vehículos,2013,550.0
Tarragona,    5.4.-Sustracción de vehículos,2012,705.0
Tarragona,    5.4.-Sustracción de vehículos,2011,804.0
Tarragona,    5.4.-Sustracción de vehículos,2010,977.0
Tarragona,    5.5.-Estafas,2022,8279.0
Tarragona,    5.5.-Estafas,2021,6619.0
Tarragona,    5.5.-Estafas,2020,5977.0
Tarragona,    5.5.-Estafas,2019,5867.0
Tarragona,    5.5.-Estafas,2018,6054.0
Tarragona,    5.5.-Estafas,2017,4332.0
Tarragona,    5.5.-Estafas,2016,3751.0
Tarragona,    5.5.-Estafas,2015,3395.0
Tarragona,    5.5.-Estafas,2014,2938.0
Tarragona,    5.5.-Estafas,2013,2560.0
Tarragona,    5.5.-Estafas,2012,2545.0
Tarragona,    5.5.-Estafas,2011,1884.0
Tarragona,    5.5.-Estafas,2010,1860.0
Tarragona,    5.5.1.-Estafas informáticas,2022,5906.0
Tarragona,    5.5.1.-Estafas informáticas,2021,4626.0
Tarragona,    5.5.1.-Estafas informáticas,2020,4486.0
Tarragona,    5.5.1.-Estafas informáticas,2019,3732.0
Tarragona,    5.5.1.-Estafas informáticas,2018,77.0
Tarragona,    5.5.1.-Estafas informáticas,2017,56.0
Tarragona,    5.5.1.-Estafas informáticas,2016,73.0
Tarragona,    5.5.1.-Estafas informáticas,2015,83.0
Tarragona,    5.5.1.-Estafas informáticas,2014,73.0
Tarragona,    5.5.1.-Estafas informáticas,2013,69.0
Tarragona,    5.5.1.-Estafas informáticas,2012,81.0
Tarragona,    5.5.1.-Estafas informáticas,2011,74.0
Tarragona,    5.5.1.-Estafas informáticas,2010,53.0
Tarragona,    5.6.-Daños,2022,4116.0
Tarragona,    5.6.-Daños,2021,4170.0
Tarragona,    5.6.-Daños,2020,3500.0
Tarragona,    5.6.-Daños,2019,4273.0
Tarragona,    5.6.-Daños,2018,4195.0
Tarragona,    5.6.-Daños,2017,4253.0
Tarragona,    5.6.-Daños,2016,4431.0
Tarragona,    5.6.-Daños,2015,4176.0
Tarragona,    5.6.-Daños,2014,3962.0
Tarragona,    5.6.-Daños,2013,4266.0
Tarragona,    5.6.-Daños,2012,4495.0
Tarragona,    5.6.-Daños,2011,4464.0
Tarragona,    5.6.-Daños,2010,5057.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2022,44.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2021,84.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2020,34.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2019,44.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2018,87.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2017,73.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2016,73.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2015,60.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2014,73.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2013,80.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2012,178.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2011,259.0
Tarragona,    5.7.-Contra la propiedad intelectual/industrial,2010,75.0
Tarragona,    5.8.-Blanqueo de capitales,2022,7.0
Tarragona,    5.8.-Blanqueo de capitales,2021,4.0
Tarragona,    5.8.-Blanqueo de capitales,2020,6.0
Tarragona,    5.8.-Blanqueo de capitales,2019,1.0
Tarragona,    5.8.-Blanqueo de capitales,2018,3.0
Tarragona,    5.8.-Blanqueo de capitales,2017,4.0
Tarragona,    5.8.-Blanqueo de capitales,2016,5.0
Tarragona,    5.8.-Blanqueo de capitales,2015,6.0
Tarragona,    5.8.-Blanqueo de capitales,2014,6.0
Tarragona,    5.8.-Blanqueo de capitales,2013,5.0
Tarragona,    5.8.-Blanqueo de capitales,2012,5.0
Tarragona,    5.8.-Blanqueo de capitales,2011,4.0
Tarragona,    5.8.-Blanqueo de capitales,2010,5.0
Tarragona,    5.9.-Otros contra el patrimonio,2022,1315.0
Tarragona,    5.9.-Otros contra el patrimonio,2021,1149.0
Tarragona,    5.9.-Otros contra el patrimonio,2020,1274.0
Tarragona,    5.9.-Otros contra el patrimonio,2019,1400.0
Tarragona,    5.9.-Otros contra el patrimonio,2018,1241.0
Tarragona,    5.9.-Otros contra el patrimonio,2017,1148.0
Tarragona,    5.9.-Otros contra el patrimonio,2016,1136.0
Tarragona,    5.9.-Otros contra el patrimonio,2015,1218.0
Tarragona,    5.9.-Otros contra el patrimonio,2014,1790.0
Tarragona,    5.9.-Otros contra el patrimonio,2013,1521.0
Tarragona,    5.9.-Otros contra el patrimonio,2012,1138.0
Tarragona,    5.9.-Otros contra el patrimonio,2011,1091.0
Tarragona,    5.9.-Otros contra el patrimonio,2010,908.0
Tarragona,    6. SEGURIDAD COLECTIVA,2022,1944.0
Tarragona,    6. SEGURIDAD COLECTIVA,2021,1791.0
Tarragona,    6. SEGURIDAD COLECTIVA,2020,1310.0
Tarragona,    6. SEGURIDAD COLECTIVA,2019,1562.0
Tarragona,    6. SEGURIDAD COLECTIVA,2018,1394.0
Tarragona,    6. SEGURIDAD COLECTIVA,2017,1453.0
Tarragona,    6. SEGURIDAD COLECTIVA,2016,1412.0
Tarragona,    6. SEGURIDAD COLECTIVA,2015,1366.0
Tarragona,    6. SEGURIDAD COLECTIVA,2014,1342.0
Tarragona,    6. SEGURIDAD COLECTIVA,2013,1448.0
Tarragona,    6. SEGURIDAD COLECTIVA,2012,1645.0
Tarragona,    6. SEGURIDAD COLECTIVA,2011,2190.0
Tarragona,    6. SEGURIDAD COLECTIVA,2010,2083.0
Tarragona,    6.1.-Tráfico de drogas,2022,469.0
Tarragona,    6.1.-Tráfico de drogas,2021,498.0
Tarragona,    6.1.-Tráfico de drogas,2020,359.0
Tarragona,    6.1.-Tráfico de drogas,2019,364.0
Tarragona,    6.1.-Tráfico de drogas,2018,275.0
Tarragona,    6.1.-Tráfico de drogas,2017,307.0
Tarragona,    6.1.-Tráfico de drogas,2016,309.0
Tarragona,    6.1.-Tráfico de drogas,2015,290.0
Tarragona,    6.1.-Tráfico de drogas,2014,285.0
Tarragona,    6.1.-Tráfico de drogas,2013,231.0
Tarragona,    6.1.-Tráfico de drogas,2012,216.0
Tarragona,    6.1.-Tráfico de drogas,2011,226.0
Tarragona,    6.1.-Tráfico de drogas,2010,211.0
Tarragona,    6.2.-Contra la seguridad vial,2022,1441.0
Tarragona,    6.2.-Contra la seguridad vial,2021,1266.0
Tarragona,    6.2.-Contra la seguridad vial,2020,929.0
Tarragona,    6.2.-Contra la seguridad vial,2019,1167.0
Tarragona,    6.2.-Contra la seguridad vial,2018,1095.0
Tarragona,    6.2.-Contra la seguridad vial,2017,1110.0
Tarragona,    6.2.-Contra la seguridad vial,2016,1076.0
Tarragona,    6.2.-Contra la seguridad vial,2015,1038.0
Tarragona,    6.2.-Contra la seguridad vial,2014,1034.0
Tarragona,    6.2.-Contra la seguridad vial,2013,1201.0
Tarragona,    6.2.-Contra la seguridad vial,2012,1386.0
Tarragona,    6.2.-Contra la seguridad vial,2011,1927.0
Tarragona,    6.2.-Contra la seguridad vial,2010,1838.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2022,34.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2021,27.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2020,22.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2019,31.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2018,24.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2017,36.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2016,27.0
Tarragona,    6.3.-Otros contra la seguridad colectiva,2015,38.0
